sample,super_pop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
HG00371,EUR,-104.81602,-128.26631,-32.115845,-42.87517,-19.614874,-4.215128,80.27267,-18.064045,-9.993665,-6.8055816,-14.118705,8.817015
HG00372,EUR,-107.84249,-130.2507,-36.270435,-44.65408,-21.333094,-4.209081,81.65752,-14.037468,-8.376338,-4.8421717,-11.554283,10.657243
HG00373,EUR,-108.718445,-120.537964,-36.096905,-42.202827,-26.148375,-7.610318,95.027405,-19.98052,-4.5034,-8.005828,-22.651205,11.999469
HG00375,EUR,-104.65237,-127.70237,-33.049095,-43.258293,-21.39274,-5.9208746,90.627144,-20.231588,-4.3496666,-11.490953,-13.541732,13.895118
HG00376,EUR,-105.0663,-134.55779,-33.51674,-44.67275,-21.008373,-5.485777,72.76286,-13.834742,-2.3252285,-1.7764659,-10.614932,3.3020215
HG00378,EUR,-105.756676,-126.263626,-34.788097,-45.40022,-21.347261,-6.1254025,88.014435,-19.34029,-6.6201954,-10.682553,-9.101665,7.697314
HG00379,EUR,-105.16943,-129.30582,-32.41325,-42.776398,-18.637512,-6.59207,79.91145,-18.246634,-7.7639594,-5.722991,-4.63963,9.095356
HG00380,EUR,-102.39737,-135.97331,-34.25387,-46.22356,-12.939161,-2.8053784,60.910187,-11.971523,2.9533787,0.97549886,-0.504379,4.3161955
HG00381,EUR,-108.11423,-130.516,-34.79419,-45.43878,-23.235962,-6.0976133,88.32391,-16.818926,-5.3563313,-5.0181723,-13.076112,4.4192524
HG00382,EUR,-104.67277,-122.44305,-34.195152,-45.28371,-25.044336,-7.8424163,97.21499,-16.665808,-2.9532838,-9.18624,-10.408564,8.259352
HG00383,EUR,-106.26792,-123.86755,-35.697277,-44.385452,-22.550201,-4.968993,100.22779,-21.665081,-4.5840516,-13.970026,-10.567141,12.080302
HG00384,EUR,-107.870285,-129.39648,-35.55306,-47.64685,-23.565113,-4.863877,82.913864,-16.743414,-5.531219,-8.45501,-7.8190465,7.3344097
HG00403,EAS,-132.24796,190.07544,-16.130981,-39.768246,-0.622117,-1.0654144,-0.72802126,-0.6207717,-3.46617,-0.20913199,21.825634,3.9299905
HG00404,EAS,-134.89781,191.46826,-16.561304,-36.83585,-2.1677008,-0.18960313,0.44412926,1.979223,-0.62192583,-2.148868,24.994394,5.688503
HG00406,EAS,-135.21397,193.80399,-13.158224,-40.28467,2.1605294,1.7651291,-0.09192838,0.86429995,1.7404487,-3.0933511,25.26898,5.876651
HG00407,EAS,-134.19226,190.37485,-11.5939455,-40.180904,2.4668827,-0.90343046,-1.537081,1.7234461,0.21608303,-1.0882347,18.685555,3.8102145
HG00409,EAS,-135.62956,191.60652,-17.951008,-36.650513,3.1578743,2.1518257,-1.5521795,-0.46929425,-0.44343147,-0.033724144,23.537422,6.057279
HG00410,EAS,-133.54979,190.79935,-13.9238205,-38.44147,-0.6270397,-0.08160177,0.47662163,1.3637491,0.91375726,-2.1099124,17.239098,6.9323173
HG00419,EAS,-134.93039,190.49284,-12.1242895,-37.500095,5.483711,0.72802335,-1.1345315,0.72363913,3.3635247,-2.0502338,20.987576,4.2340336
HG00421,EAS,-133.91353,192.01466,-13.232889,-41.113415,-2.3742697,2.0501802,0.56926394,1.6078861,2.6950886,-4.4718084,18.45542,7.2515345
HG00422,EAS,-135.13995,191.16953,-13.024739,-41.0261,2.1049345,1.0886035,-1.4338107,-0.6221419,-4.2358313,-0.77035683,22.931976,5.7595773
HG00428,EAS,-135.65843,190.8389,-13.585521,-39.491203,2.93099,0.79543716,-2.669794,0.93961984,3.4315393,-2.0323136,24.48341,2.7267904
HG00436,EAS,-134.21683,193.53738,-15.991095,-40.451023,3.4595478,0.0087465625,-1.1305512,-0.24548738,-4.5647745,-0.66999704,19.984272,6.3477354
HG00437,EAS,-136.36479,191.14407,-16.105886,-41.23533,-2.0593288,1.7893836,0.6492433,-0.36844432,-4.4075546,0.9516903,28.18394,0.5646243
HG00442,EAS,-135.53949,193.9542,-16.236326,-41.34671,7.170864,1.5311607,0.777888,3.331728,-2.2509165,-0.41613218,18.747221,1.8668575
HG00443,EAS,-134.9835,187.5789,-12.926651,-39.022076,7.2748203,0.7461176,4.70446,-0.89743394,-6.466709,-1.3941752,22.93417,4.247917
HG00445,EAS,-134.66966,188.63197,-12.504184,-39.202366,2.2512002,-0.9388763,1.4746451,0.5762566,-2.5972803,-1.3315024,27.58436,3.6267319
HG00446,EAS,-135.62016,191.86784,-15.431026,-38.43517,-4.1849446,-2.0868723,-0.7968295,1.1852881,2.8261547,-3.7255747,20.054363,1.984355
HG00448,EAS,-133.3414,189.29483,-14.892583,-34.45479,0.75993127,1.6281248,-1.2424691,-1.1887213,0.36705002,-2.0260644,26.015669,4.428332
HG00449,EAS,-134.94952,190.5838,-13.928948,-37.13195,2.068089,-2.9113119,1.8293842,0.095400006,-0.4385264,0.40939134,22.310438,6.37955
HG00451,EAS,-135.54546,190.69243,-14.887496,-39.211937,-1.780142,0.34878808,-2.2893312,1.8822497,3.4506557,-2.8537853,27.283276,2.1835663
HG00452,EAS,-133.64539,189.87761,-16.1923,-39.32268,1.1621164,-2.30957,-1.7295675,-0.29475132,-2.1023445,-5.1628118,24.764622,3.157271
HG00457,EAS,-135.02225,193.0551,-13.54463,-41.326942,1.0731925,0.55107033,-1.647893,-0.9664606,4.2023983,0.35506082,23.695265,2.7646132
HG00458,EAS,-134.83084,189.89696,-13.634942,-40.888126,-1.6972634,1.2420144,0.67192024,-0.53832525,2.3644545,-0.39950222,30.143408,4.274384
HG00463,EAS,-135.1833,192.78569,-17.195688,-43.753864,1.6635963,-0.39664462,2.0540555,2.186332,0.09885546,1.3331726,22.33541,4.0675397
HG00464,EAS,-134.59543,191.7322,-13.466067,-37.4311,2.7210913,1.2195498,0.32564762,-1.9539852,3.226593,0.942509,24.309233,5.006383
HG00472,EAS,-134.47353,193.14598,-14.60488,-40.980797,-0.9390217,1.0483325,-0.6677128,1.8854074,-1.6785057,2.274411,25.049217,0.40910262
HG00473,EAS,-133.85266,192.62914,-12.6596775,-40.48693,1.7782251,1.4058374,-1.2421192,2.1629589,-2.9086049,-2.5298615,25.154306,-1.8647699
HG00475,EAS,-135.28293,191.38641,-16.878054,-40.526886,-5.7996526,0.8538714,-2.3179245,-0.8194055,-5.5372763,1.2620007,30.833109,5.8435407
HG00476,EAS,-137.23613,188.9457,-11.61603,-37.373966,-0.017033674,0.06341064,-1.4935528,-1.4848968,0.14182147,-0.17711689,24.716068,3.2157214
HG00478,EAS,-135.73787,194.3646,-18.11284,-40.591877,0.3178139,0.9711087,0.4663639,-1.6419215,-0.14655966,-1.3922123,24.349167,7.364389
HG00479,EAS,-136.68103,187.43059,-12.787256,-38.77747,1.2588373,0.8796765,1.4140607,1.3018662,-2.4754007,-4.272409,22.120388,3.0894392
HG00500,EAS,-134.99399,192.66231,-16.861982,-40.28763,-6.019496,1.8672633,0.76472354,1.2119437,3.1348715,-2.570377,31.462555,2.528194
HG00513,EAS,-135.15076,193.06955,-11.97281,-42.50037,3.4310343,1.3629696,1.5331283,-2.096694,1.5072895,-1.1538187,21.524502,0.88207316
HG00524,EAS,-135.22034,189.7349,-15.29995,-40.961708,1.1137981,0.17626692,-1.6069636,1.0437683,1.4816529,-2.057024,22.975407,4.147733
HG00525,EAS,-136.12733,188.18709,-16.592241,-38.32424,-1.7984035,-0.06552662,-2.9871066,0.45858756,-2.189278,-2.1639972,30.405107,3.1014135
HG00530,EAS,-134.83055,192.57907,-13.512937,-39.61736,-2.1233685,0.5995729,-4.806369,1.2173437,-1.611595,-2.9777732,23.369087,5.76499
HG00531,EAS,-135.37045,187.70166,-13.148971,-40.18222,5.06993,0.8541847,-0.7312905,1.8382545,3.9750016,-0.23964907,25.340637,1.602757
HG00533,EAS,-136.98058,190.24895,-14.925612,-39.183464,-1.7069827,0.5251755,0.43422183,-0.7206296,1.67853,-1.5160624,22.213745,7.6323175
HG00534,EAS,-134.88214,190.44226,-15.371053,-40.179684,0.8262075,-1.787071,-0.053954434,1.2245878,1.6612486,-5.753632,26.025963,1.4823376
HG00536,EAS,-136.14441,190.22276,-14.655755,-37.377613,0.41487288,-0.9461102,0.72450256,0.6034747,-1.3249538,-4.70377,22.658728,3.4357667
HG00537,EAS,-136.15797,193.94734,-14.258566,-40.457428,-3.3341622,0.7739409,2.4445329,-0.07329924,0.14174227,-0.91788185,27.845072,-3.397667
HG00542,EAS,-135.66725,189.89296,-15.231384,-38.769657,-1.6932082,0.9758436,1.6011719,-0.98959816,-4.503031,-1.7937624,30.415298,1.9865271
HG00543,EAS,-133.76268,192.94469,-12.688797,-36.253044,5.0766416,-1.0516295,1.7518865,0.9476901,1.1828002,-2.2184167,26.809242,-1.211359
HG00551,AMR,-65.81741,-102.52976,-49.155277,-5.5951834,7.796936,-0.9103964,-31.413467,3.1913743,-4.592682,-8.554864,-24.510159,16.886206
HG00553,AMR,-29.807667,-78.03024,-49.545914,13.933651,7.770488,-2.1409674,-28.869122,2.4219265,-3.7088115,-16.783506,-22.883148,18.626421
HG00554,AMR,-69.11981,-108.62229,-42.17557,-11.516705,4.6370435,1.0489233,-31.272371,4.1532235,2.5857406,-11.562789,-5.6439095,17.718052
HG00556,EAS,-136.89224,191.24365,-14.605262,-39.78306,-2.4349213,1.2004979,-0.40746617,-1.3339878,-0.18372658,-1.8422498,29.489098,0.47410282
HG00557,EAS,-133.8241,193.12735,-17.541908,-38.233826,-3.1960063,-1.0315224,-4.092034,0.9506344,-1.1187297,-3.342855,27.728428,3.876948
HG00559,EAS,-135.00493,188.3701,-17.398472,-36.544838,-11.613681,0.05999778,-3.240835,1.4392092,0.8936011,2.46121,14.841901,-0.721917
HG00560,EAS,-134.50948,193.59354,-13.060841,-38.95793,-5.471604,0.9043886,0.17037725,1.4213665,-1.1472155,-1.1502801,23.18137,1.2768914
HG00565,EAS,-135.24313,193.24623,-18.221645,-41.007973,-5.618285,-0.9881119,-3.3738904,2.2461767,4.573672,-1.5020487,28.920834,5.5654783
HG00566,EAS,-135.7453,192.4329,-15.044489,-39.3227,-0.12811235,0.6522474,-2.5598977,-1.5184294,-0.4916077,1.5106982,26.776405,3.725071
HG00580,EAS,-137.06918,190.84174,-15.609502,-37.12664,-6.4053154,-1.2442313,-2.2955205,-0.6757563,-0.8015522,-4.116822,26.353073,4.4725714
HG00581,EAS,-135.43538,191.92181,-14.920724,-37.853203,-5.33297,1.6682377,-1.7577975,0.94762033,-2.0780063,-7.327104,32.90104,2.6184661
HG00583,EAS,-135.963,192.70265,-14.885412,-44.3058,14.275923,0.52165115,-0.01990831,2.093683,0.39877507,0.100384995,11.554786,3.9985986
HG00584,EAS,-133.28168,191.10216,-14.133099,-42.731636,-5.6602244,0.20553747,-2.2833009,-0.5401355,0.11206751,-3.932175,27.350521,0.05942715
HG00589,EAS,-136.77852,192.05229,-15.734443,-35.60215,0.3203997,-0.13877459,0.5405939,0.66711056,-2.207182,2.2604036,13.682236,3.318143
HG00590,EAS,-134.4423,186.19218,-9.44124,-38.574245,5.2046733,-2.4000642,1.68301,1.5093392,1.7123556,-1.5263695,18.61887,3.2632277
HG00592,EAS,-134.64944,183.908,-18.353943,-34.35497,-30.422028,-1.4460868,-9.173497,2.5648208,-2.1252222,-4.152347,45.28507,3.8355815
HG00593,EAS,-135.443,193.95436,-13.77088,-41.2565,-5.2727895,-1.9805975,-1.9980313,1.1995907,2.9649892,-4.0024147,26.787415,6.90179
HG00595,EAS,-136.34665,191.60999,-13.34777,-40.858105,-1.9648526,0.41067722,-5.1110406,4.237624,0.6913625,-0.23463792,28.555347,-2.5462158
HG00596,EAS,-136.14278,195.39539,-12.932211,-39.296562,-8.663238,-1.222384,-2.3015668,2.8408148,1.7314124,-5.4766135,21.167185,3.8150072
HG00598,EAS,-136.24791,193.65631,-14.941865,-40.914574,0.1258416,1.0962472,1.0666674,-2.0903697,1.7495532,-1.5835211,26.246515,6.1697464
HG00599,EAS,-134.07411,190.67256,-15.74742,-37.515106,-12.108838,0.30899727,-5.1912317,2.2646203,3.4716768,-3.6817136,31.562231,5.1955633
HG00607,EAS,-135.91774,190.65465,-14.9783125,-38.236423,-4.868892,-0.025056161,-4.9951506,0.99504656,-3.2295504,-1.2780486,35.882744,2.8702793
HG00608,EAS,-134.9228,193.00221,-18.166533,-40.577206,-2.8340433,-2.0265458,1.4798578,1.6829726,2.4113426,1.4888675,20.907673,2.0054846
HG00610,EAS,-135.1265,192.018,-11.971998,-40.15904,-5.4893017,1.1224645,-2.1896842,-0.061859097,1.6293049,-4.1823063,21.405626,-0.44990644
HG00611,EAS,-136.79587,192.95335,-18.030987,-36.810413,-5.6777005,0.59147525,-2.7292702,0.44945917,2.535213,-0.11882721,21.889156,6.8668466
HG00613,EAS,-135.23698,192.44072,-11.945274,-37.6046,-2.494192,0.62497956,-0.32656753,3.3751647,-2.3527126,-3.4375002,25.747591,5.462901
HG00614,EAS,-134.43188,189.72754,-13.595589,-39.185764,-4.894986,1.0012194,0.27130145,1.967197,1.3161695,-2.2901542,32.54237,0.21322124
HG00619,EAS,-135.6609,189.73703,-18.320892,-41.354122,0.76797026,0.5540636,-2.7735028,2.3055506,1.3697318,-3.2813427,28.639349,5.477107
HG00620,EAS,-136.17374,191.9327,-15.378568,-41.440857,4.243502,0.71913415,-1.3283921,2.9851735,-3.9758644,-4.552525,26.42629,0.5044414
HG00622,EAS,-136.17627,193.95848,-15.609234,-41.03678,-0.48074982,0.58783877,-1.3727765,-0.48095948,3.342937,0.6363529,24.228151,3.9105606
HG00623,EAS,-133.63672,193.7338,-11.112241,-38.857704,1.5051494,-2.064358,-1.2881047,1.4855659,-3.6653435,-6.5063977,32.328064,4.1802454
HG00625,EAS,-133.80283,187.11723,-11.287707,-38.503593,12.039793,-3.0234792,3.4476867,0.80339265,-2.9913197,-3.0326138,16.207743,3.9273
HG00626,EAS,-136.65688,195.07106,-15.89382,-41.175526,-4.69582,2.9470522,-3.737841,2.7277231,-1.5525554,-1.3837254,28.701529,5.1977115
HG00628,EAS,-134.29819,189.89291,-16.800718,-37.138386,-1.3193785,1.0716807,-1.4736094,0.93193936,2.168216,-3.301807,24.08209,1.2003897
HG00629,EAS,-134.30684,193.08643,-17.75403,-38.177113,2.1461942,-2.008907,1.5058417,-0.24759603,-3.8452404,-1.5595139,29.844965,4.1908226
HG00631,EAS,-136.07516,192.5215,-14.802604,-41.34472,-1.7046099,-1.1019611,1.0149769,-0.82357436,0.45647016,-1.9349505,30.986656,1.2841882
HG00632,EAS,-135.5825,191.87323,-12.920854,-40.906445,-4.8524475,1.067386,-4.361949,-0.401975,0.57748854,1.2828995,22.965946,-0.13220434
HG00634,EAS,-135.00981,192.5563,-14.769826,-41.50734,-4.4100976,0.49266285,-2.9954677,1.1937953,0.2045156,-1.2848318,28.275536,1.6848891
HG00637,AMR,-38.344425,-93.36083,-46.74216,-6.3118095,5.6788135,-0.9900755,-26.484379,2.1123035,-6.045172,-10.716578,-19.711737,15.810737
HG00638,AMR,-30.831106,-86.35812,-48.08483,1.2413731,3.7860825,0.35082936,-25.346235,2.5004873,-3.6056137,-10.955696,-20.09542,17.14274
HG00640,AMR,-71.96053,-108.36378,-42.39208,-17.190928,5.3921924,1.4408125,-35.588467,4.3707056,-0.64981025,-10.312956,-16.207493,18.043022
HG00641,AMR,-69.73822,-98.56205,-49.82701,-0.12239104,7.898361,1.1541728,-30.226267,5.4367027,-3.7641056,-15.350901,-19.312174,21.261702
HG00650,EAS,-135.49174,190.68121,-11.154993,-42.67659,19.910006,-2.6025693,4.1073093,0.9150311,-1.1568688,-0.21971056,13.951455,-0.86641896
HG00651,EAS,-134.41812,191.80542,-16.770615,-42.169662,19.676893,0.29120293,2.923102,0.14530014,-1.4234732,4.8614626,13.922381,2.2970235
HG00653,EAS,-136.56326,191.25284,-9.82555,-42.872303,19.474678,-0.3930375,2.1899564,-0.17310275,-1.4917089,-1.1650236,11.179676,-1.2942591
HG00654,EAS,-135.87671,190.94911,-10.150863,-39.92919,12.441711,0.15870044,3.8957155,-0.6333322,2.399188,-5.140558,16.095123,1.145758
HG00656,EAS,-134.56375,191.55305,-9.64055,-39.161533,18.984499,-0.15077534,3.459725,-0.548135,2.1225119,0.08881438,16.051731,1.6674367
HG00657,EAS,-134.86533,189.8898,-15.458401,-41.776978,13.256376,-0.07660077,3.06624,-0.04971531,-0.42452383,1.0403,15.902469,1.9072248
HG00662,EAS,-135.70201,193.58693,-12.984105,-39.7896,16.494915,1.7043376,-0.17839348,0.83130234,-0.24225491,0.3958402,14.577266,4.78649
HG00663,EAS,-134.42598,189.77907,-11.473318,-40.846313,22.54277,0.3401012,3.0481172,-1.2032512,0.40312943,-0.036835745,10.450341,2.268872
HG00671,EAS,-134.21628,193.00697,-11.691581,-41.344738,15.9762535,-0.7325047,4.884163,-1.1959795,3.201032,-6.7656283,15.016422,-1.8335068
HG00672,EAS,-134.98991,194.22673,-12.125578,-40.41521,18.642715,1.1932589,0.6232447,-0.09883177,-0.22352822,-2.0334625,4.621126,0.50179964
HG00674,EAS,-134.34933,193.45154,-17.005144,-40.451435,10.620886,-1.0224757,3.5690994,0.6197576,3.936224,-1.4004749,12.153124,2.4671474
HG00675,EAS,-135.17445,194.76216,-10.34154,-40.47671,16.203302,2.7253284,1.441282,-0.5138414,3.5899136,-0.27542463,24.068785,0.29910317
HG00683,EAS,-136.75615,189.66922,-13.318404,-35.2792,11.657835,-0.09368373,0.87450665,-0.37120977,1.3751591,-2.0740018,8.3132925,1.3349371
HG00684,EAS,-134.80093,191.03279,-12.331655,-41.630238,16.256315,-1.9043496,2.9309466,-0.2772222,2.2641912,-0.8317863,12.571949,-1.0457332
HG00689,EAS,-134.91527,194.40788,-14.949806,-40.76382,16.072056,-0.6760872,-2.5572534,2.986846,3.4436975,0.34137404,21.718584,5.686291
HG00690,EAS,-135.25987,188.68288,-12.986578,-41.079086,25.102434,0.32404697,4.8310046,1.1914241,1.7377826,0.7909438,11.742323,-1.6492819
HG00692,EAS,-135.7308,189.0779,-12.779934,-38.90946,20.159405,0.21783455,4.4522624,2.372084,1.6458526,0.48994398,15.496183,3.5643106
HG00693,EAS,-135.68307,192.11655,-13.099863,-41.17203,10.728655,-0.60403496,2.228474,-0.75810844,3.2964647,-1.3731378,17.260614,0.09540384
HG00698,EAS,-134.43524,191.84906,-14.884891,-42.806587,17.76524,-2.0907912,1.4237899,0.793124,4.907066,1.588062,14.151882,0.08552084
HG00699,EAS,-133.02347,193.9636,-14.271186,-42.319008,10.484884,-0.58934164,1.8111113,1.2314831,3.8688836,-3.470974,12.576891,3.2005093
HG00701,EAS,-134.85669,193.07764,-12.897013,-38.61205,11.936931,0.41346228,1.5311905,0.84324026,-0.8604855,6.976158,21.339071,7.1885295
HG00704,EAS,-136.0499,190.95076,-14.448299,-40.0363,16.698193,-0.46159276,4.388062,0.38831717,2.874237,1.075568,12.15779,7.953443
HG00705,EAS,-135.80482,192.33911,-11.512268,-43.039326,12.972558,0.4280772,2.26588,-1.1160318,2.2325873,-2.1387336,15.25305,2.4654386
HG00707,EAS,-137.06425,192.1924,-14.2201,-41.77937,19.926928,-1.2036241,-0.7644051,3.4604325,-0.06885431,2.5582168,11.705641,3.9143176
HG00708,EAS,-135.46614,193.112,-13.790048,-44.28053,14.6763115,-0.74591315,1.7448207,1.6638411,2.8475096,2.252412,12.696397,1.8870031
HG00717,EAS,-132.60312,191.19066,-13.409934,-39.54841,19.192612,1.725547,3.385582,-0.32007456,2.3033159,-3.4820864,14.726637,-2.7218015
HG00728,EAS,-134.27103,189.94078,-11.879877,-42.66085,17.128536,-1.4856755,2.2060823,0.69766265,-0.23915678,3.1178145,6.262912,0.8190162
HG00729,EAS,-134.61436,192.68187,-10.660846,-41.722313,17.283096,-0.73665345,1.4745489,0.24878345,1.5583979,0.936344,13.565532,-2.4412282
HG00731,AMR,-87.82401,-124.81511,-42.53457,-31.243347,5.9045486,2.643092,-33.607506,4.87692,-8.685954,-12.648638,-7.516538,21.818117
HG00732,AMR,-78.4736,-109.32442,-47.54522,-14.722073,7.1542892,2.685773,-34.23461,1.4774518,-4.8754597,-11.2662945,-17.694735,17.49595
HG00734,AMR,-62.883358,-88.74163,-60.05105,8.5485,9.9348345,-1.309806,-25.064798,3.2821407,-7.378513,-13.085065,-23.68148,21.887028
HG00736,AMR,-75.11116,-114.339165,-45.00373,-17.27824,5.07322,0.17641786,-23.988325,3.2994633,-5.994585,-7.810307,-14.349602,23.83043
HG00737,AMR,-68.34026,-113.61352,-44.964237,-19.901676,5.793855,-0.04451756,-24.52123,2.0834465,-3.958899,-3.8606286,-15.974778,14.422617
HG00739,AMR,-79.79333,-127.90054,-39.44563,-29.48826,1.5984907,1.5779879,-10.903786,3.6754947,-3.86927,1.9863538,-1.0949199,2.1682715
HG00740,AMR,-54.426704,-94.211754,-48.784184,-2.210219,7.5763664,-0.18612808,-28.11874,3.0631795,-9.242327,-9.894189,-22.915607,22.592014
HG00742,AMR,-76.07473,-127.71096,-38.374382,-36.93374,9.287557,3.264867,-35.750324,7.9903717,-5.0228443,-12.342444,-8.746546,7.4102817
HG00743,AMR,-67.80645,-81.80669,-60.13749,17.94999,4.190544,2.339889,-27.756567,4.917575,0.35489297,-14.403479,-25.863491,23.718342
HG00759,EAS,-133.82191,188.88474,-5.559305,-43.44126,61.324326,-4.007554,13.297313,1.3443842,0.4605218,2.9780812,-15.310025,-0.13952874
HG00766,EAS,-132.73558,187.88794,-6.4457207,-46.124626,58.148994,-1.8107895,12.222467,-2.750627,4.1773868,-0.6587503,-26.36729,-3.3447983
HG00844,EAS,-133.17198,187.79065,-6.5397744,-46.414486,58.16974,0.79255724,11.172932,-1.3988776,6.0016165,1.2091473,-21.683496,-3.685036
HG00851,EAS,-133.15437,188.76617,-7.441924,-44.003407,63.158592,-1.7875283,10.601896,-1.83415,3.656942,4.1547832,-23.010841,-0.18359111
HG00864,EAS,-133.48227,186.8721,-4.509399,-44.77686,56.64696,-3.5308473,10.534657,-0.92999667,5.609583,2.9007018,-29.095798,1.4056038
HG00867,EAS,-132.29349,191.04079,-10.318011,-44.714314,54.96582,-0.4671472,12.131277,-2.877187,3.2798438,1.2880414,-21.428516,-3.3073394
HG00879,EAS,-130.55338,187.20564,-5.3197703,-43.473625,60.18915,-0.47988716,13.810493,-1.2349181,3.1532433,1.6677125,-25.395714,-3.2798686
HG00881,EAS,-133.13286,190.69832,-7.708545,-44.188683,59.942154,-0.48842216,9.593209,-0.5008449,6.38796,5.715223,-22.459501,-4.5368834
HG00956,EAS,-130.32722,185.87453,-5.574394,-41.791035,52.137535,-0.06551223,9.404866,0.6608216,4.4221163,3.1731665,-9.371228,-2.610542
HG00978,EAS,-132.33778,187.1854,-6.022994,-39.619347,49.38247,-1.1117835,7.8890023,-0.4072315,0.48461372,0.47355762,-19.24659,-1.9441378
HG00982,EAS,-131.97842,190.98749,-6.083083,-46.76465,59.085274,0.44399136,12.202131,-2.5419552,1.5649344,-0.9507366,-21.082123,-0.17443754
HG01028,EAS,-131.82324,189.24963,-3.8863492,-41.841858,59.57776,-3.1158526,9.455368,-3.2575152,-1.573941,0.68090546,-19.72419,-1.3120214
HG01029,EAS,-132.98112,191.12497,-7.1772575,-44.58544,59.804523,0.07559977,7.600512,-2.5152884,5.1203384,-0.9222852,-22.880886,-5.842996
HG01031,EAS,-133.63596,188.84155,-8.035424,-43.627148,60.757324,-0.9887347,11.644046,-1.5172174,5.7992344,0.13062797,-24.652224,-6.5280633
HG01046,EAS,-133.69702,190.76414,-8.037805,-43.38398,59.043003,-0.1738331,10.062168,-2.0357814,0.558302,5.540764,-15.170219,-5.243634
HG01047,AMR,-64.93747,-113.04792,-42.304287,-22.25977,6.2777367,1.4420145,-24.00066,5.913196,-1.8742174,-9.481757,-5.817007,10.750018
HG01048,AMR,-58.42575,-99.84745,-46.2118,-4.0552025,5.4698834,-0.46888405,-26.482971,3.3194635,-4.3400373,-12.5044155,-19.838808,21.119707
HG01049,AMR,-8.261019,-80.85978,-44.659866,-0.77800316,6.1872277,1.3315367,-22.976542,3.8921318,0.09706419,-1.0140117,-13.687369,4.9120455
HG01051,AMR,-18.202074,-71.06835,-49.375164,13.660221,6.6478767,-1.6747217,-24.896921,-0.03863474,-2.2190764,-9.82221,-17.937298,20.655008
HG01052,AMR,-15.121433,-72.02271,-51.777687,10.25441,6.353784,1.9231393,-21.475544,4.6296544,-5.0210505,-9.909957,-9.374058,13.377908
HG01054,AMR,-76.12163,-102.67793,-53.047447,-4.0688524,4.609954,1.244971,-32.653194,5.755633,-6.6292505,-15.121328,-24.957987,26.360031
HG01055,AMR,-48.499012,-103.57005,-40.731018,-17.305029,5.7457232,-2.417601,-26.921108,4.132491,-8.505263,-14.217592,-11.90211,19.344484
